TaxonName,Author
Ilex tarapotina,Loes.
Ilex tateana,Steyerm.
Ilex taubertiana,Loes.
Ilex tectonica,W.J.Hahn
Ilex tenuis,C.J. Tseng
Ilex tepuiana,Steyerm. ex Edwin
Ilex teratopis,Loes.
Ilex tetramera,(Rehder) C.J. Tseng
Ilex theizans,Mart. ex Reissek
Ilex tiricae,Edwin
Ilex toroidea,D.M.Hicks
Ilex trachyphylla,Loes.
Ilex trichocarpa,H.W. Li
Ilex triflora,Blume
Ilex truxillensis,Turcz.
Ilex tsangii,S.Y. Hu
Ilex tsiangiana,C.J. Tseng
Ilex tsoi,Merr. & Chun
Ilex tugitakayamensis,Sasaki
Ilex tutcheri,Merr.
Ilex uaramae,Edwin
Ilex uleana,Loes.
Ilex umbellata,Klotzsch ex Reissek
Ilex umbellulata,(Wall.) Loes.
Ilex uniflora,Benth.
Ilex uraiensis,Yamam.
Ilex urbaniana,Loes. ex Urb.
Ilex vacciniifolia,Klotzsch ex Reissek
Ilex valenzuelana,Alain
Ilex velutina,Mart. ex Reissek
Ilex venezuelensis,Steyerm.
Ilex venosa,C.Y. Wu
Ilex venulosa,Hook.f.
Ilex verisimilis,C.J. Tseng ex S.K. Chen & Y.X. Feng
Ilex verticillata,(L.) A. Gray
Ilex vesparum,Steyerm.
Ilex victorinii,Alain
Ilex villosula,Loes.
Ilex viridis,Champ. ex Benth.
Ilex vismiifolia,Reissek
Ilex vitiensis,A.Gray
Ilex volkensiana,(Loes.) Kaneh. & Hatus.
Ilex vomitoria,Aiton
Ilex vulcanicola,Standl.
Ilex walkeri,Wight & Gardner ex Thwaites
Ilex wallichii,Hook.f.
Ilex wattii,Loes.
Ilex wightiana,Wall. ex Wight
Ilex williamsii,Standl.
Ilex wilsonii,Loes.
Ilex wuiana,T.R.Dudley
Ilex yunnanensis,Franch.
Ilex yurumanguinis,Cuatrec.
Ilex zhejiangensis,C.J. Tseng
Ilex zygophylla,Merr.
Illicium angustisepalum,A.C. Sm.
Illicium arborescens,Hayata
Illicium brevistylum,A.C. Sm.
Illicium burmanicum,E.H. Wilson
Illicium ekmanii,A.C.Sm.
Illicium floridanum,J.Ellis
Illicium griffithii,Hook.f. & Thomson
Illicium henryi,Diels
Illicium hottense,"A.Guerrero, Judd & A.B.Morris"
Illicium jiadifengpi,B.N. Chang
Illicium kinabaluense,A.C.Sm.
Illicium lanceolatum,A.C. Sm.
Illicium macranthum,A.C. Sm.
Illicium majus,Hook. f. & Thomson
Illicium merrillianum,A.C. Sm.
Illicium mexicanum,A.C. Sm.
Illicium micranthum,Dunn
Illicium modestum,A.C. Sm.
Illicium parviflorum,Michx. ex Vent.
Illicium parvifolium,Merr.
Illicium peninsulare,A.C.Sm.
Illicium petelotii,A.C. Sm.
Illicium philippinense,Merr.
Illicium ridleyanum,A.C.Sm.
Illicium simonsii,Maxim.
Illicium stapfii,Merr.
Illicium sumatranum,A.C.Sm.
Illicium tashiroi,Maxim.
Illicium tenuifolium,(Ridl.) A.C. Sm.
Illicium ternstroemioides,A.C. Sm.
Illicium tsaii,A.C. Sm.
Illicium verum,Hook.f.
Illicium wardii,A.C. Sm.
Incadendron esseri,K.Wurdack & Farfán
Indigofera ammoxylum,(DC.) Polhill
Indigofera atropurpurea,Buch.-Ham. ex Hornem.
Indigofera cloiselii,Drake
Indigofera conzattii,Rose
Indigofera cuernavacana,Rose
Indigofera depauperata,Drake
Indigofera dionaeifolia,(S.Moore) Schrire
Indigofera esquirolii,H.Lév.
Indigofera filicaulis,Eckl. & Zeyh.
Indigofera galegoides,DC.
Indigofera heterantha,Wall. ex Brandis
Indigofera himalayensis,Ali
Indigofera lancifolia,Rydb.
Indigofera lyallii,Baker
Indigofera mahafalensis,"(Du Puy, Labat & Schrire) Schrire"
Indigofera mangokyensis,R.Vig.
Indigofera perrieri,R.Vig.
Indigofera platycarpa,Rose
Indigofera rothii,Baker
Indigofera sokotrana,Vierh.
Indigofera thibaudiana,DC.
Indigofera zollingeriana,Miq.
Indopiptadenia oudhensis,(Brandis) Brenan
Inga acicularis,T.D.Penn.
Inga acreana,Harms
Inga acrocephala,Steud.
Inga acuminata,Benth.
Inga adenophylla,Pittier
Inga affinis,DC.
Inga alata,Benoist
Inga alba,(Sw.) Willd.
Inga aliena,J.F.Macbr.
Inga allenii,J.León
Inga amboroensis,T.D.Penn.
Inga andersonii,McVaugh
Inga appendiculata,M. Sousa
Inga approximata,T.D.Penn.
Inga aptera,(Vinha) T.D.Penn.
Inga arenicola,T.D.Penn.
Inga augusti,Harms
Inga auristellae,Harms
Inga balsapambensis,T.D.Penn.
Inga barbata,Benth.
Inga barbourii,Standl.
Inga belizensis,Standl.
Inga bella,M.Sousa
Inga bicoloriflora,Ducke
Inga bijuga,Schery
Inga blanchetiana,Benth.
Inga bollandii,Sprague & Sandwith
Inga bonplandiana,Kunth
Inga bourgoni,(Aubl.) DC.
Inga brachyrhachis,Harms
Inga brachystachys,Ducke
Inga bracteifera,N.Zamora & T.D.Penn.
Inga brevipes,Benth.
Inga bullata,Benth.
Inga bullatorugosa,Ducke
Inga cabelo,T.D.Penn.
Inga cabrerae,M.Sousa
Inga calantha,Ducke
Inga calanthoides,Amshoff
Inga calcicola,M.Sousa
Inga calderonii,Standl.
Inga canonegrensis,N.Zamora & T.D.Penn.
Inga capitata,Desv.
Inga cardozana,L.Cardenas
Inga carinata,T.D.Penn.
Inga caudata,Killip
Inga cayennensis,Sagot ex Benth.
Inga cecropietorum,Ducke
Inga chartacea,Poepp.
Inga chiapensis,Miranda ex M.Sousa
Inga chocoensis,Killip ex T.S.Elias
Inga chrysantha,Ducke
Inga ciliata,C.Presl
Inga cinnamomea,Spruce ex Benth.
Inga cocleensis,Pittier
Inga colimana,"Padilla, Cuevas & Solís"
Inga colombiana,C.Romero
Inga colonchensis,Cornejo & Bonifaz
Inga conchifolia,L.P.Queiroz
Inga congesta,T.D.Penn.
Inga cookii,Pittier
Inga coragypsea,L.Uribe
Inga cordatoalata,Ducke
Inga cordistipula,Mart.
Inga coruscans,Humb. & Bonpl. ex Willd.
Inga cuspidata,M.Sousa
Inga cylindrica,(Vell.) Mart.
Inga cynometrifolia,Harms
Inga dasycarpa,M.Sousa
Inga davidsei,M.Sousa
Inga davidsoniae,Standl.
Inga densiflora,Benth.
Inga disticha,Benth.
Inga dominicensis,Benth.
Inga duckei,Huber
Inga dwyeri,M.Sousa
Inga edulis,Mart.
Inga edwallii,(Harms) T.D.Penn.
Inga enterolobioides,T.D.Penn.
Inga exalata,T.S.Elias
Inga exfoliata,T.D.Penn. & F.C.P.García
Inga exilis,T.D.Penn.
Inga expansa,Rusby
Inga extra-nodis,T.D.Penn.
Inga fanchoniana,Poncy
Inga fastuosa,(Jacq.) Willd.
Inga fendleriana,Benth.
Inga feuillei,DC.
Inga filiformis,N.Zamora
Inga flagelliformis,Mart.
Inga flexuosa,Schltdl.
Inga fosteriana,T.D.Penn.
Inga gereauana,(Pipoly & R.Vásquez) T.D.Penn.
Inga globularis,T.D.Penn.
Inga glomeriflora,Ducke
Inga goldmanii,Pittier
Inga golfodulcensis,N.Zamora
Inga goniocalyx,Britton & Killip
Inga graciliflora,Benth.
Inga gracilifolia,Ducke
Inga gracilior,Sprague
Inga grandis,T.D.Penn.
Inga grazielae,(Vinha) T.D.Penn.
Inga hayesii,Benth.
Inga herrerae,N.Zamora
Inga heterophylla,Willd.
Inga hintonii,Sandwith
Inga hispida,Schott ex Benth.
Inga huastecana,M.Sousa
Inga huberi,Ducke
Inga ilta,T.D.Penn.
Inga inflata,Ducke
Inga ingoides,(Rich.) Willd.
Inga insignis,Kunth
Inga interfluminensis,L.Uribe
Inga interrupta,L.Cardenas & De Martino
Inga involucrata,R.S.Cowan
Inga ismaelis,M.Sousa
Inga japurensis,T.D.Penn.
Inga jaunechensis,A.H.Gentry
Inga jefensis,Liesner & D'Arcy
Inga jimenezii,N.Zamora
Inga jinicuil,G.Don
Inga killipiana,J.F.Macbr.
Inga kursarii,M.J. Endara & J.E. Guevara
Inga lactifera,M.Sousa
Inga lacustris,M.Sousa
Inga lallensis,Spruce ex Benth.
Inga lanceifolia,Benth.
Inga lateriflora,Miq.
Inga latipes,Pittier
Inga laurina,(Sw.) Willd.
Inga leiocalycina,Benth.
Inga lenticellata,Benth.
Inga lentiscifolia,Benth.
Inga leonis,N.Zamora
Inga leptantha,Benth.
Inga leptingoides,Amshoff
Inga leptocarpa,T.D.Penn.
Inga lineata,Benth.
Inga litoralis,N.Zamora
Inga lomatophylla,(Benth.) Pittier
Inga longiflora,Spruce ex Benth.
Inga longifoliola,R.S.Cowan.
Inga longipes,Benth.
Inga longispica,Standl.
Inga lopadadenia,Harms
Inga loubryana,Poncy
Inga macarenensis,Philipson
Inga macrantha,J.R.Johnst.
Inga macrophylla,Humb. & Bonpl. ex Willd.
Inga manabiensis,T.D.Penn.
Inga marginata,Willd.
Inga maritima,Benth.
Inga martinicensis,C.Presl
Inga maynensis,Benth.
Inga megalobotrys,T.D.Penn.
Inga megaphylla,Poncy & Vester
Inga mendoncaei,Harms
Inga mexicana,(T.D.Penn.) M.Sousa
Inga micradenia,Spruce ex Benth.
Inga microcalyx,Spruce ex Benth.
Inga mortoniana,J.León
Inga mucuna,Walp.
Inga multicaulis,Spruce ex Benth.
Inga multijuga,Benth.
Inga multinervis,T.D.Penn.
Inga neblinensis,L.Cardenas & De Martino
Inga nobilis,Willd.
Inga nouragensis,Poncy
Inga nubium,Poncy
Inga nuda,Salzm. ex Benth.
Inga obidensis,Ducke
Inga obtusata,Spruce ex Benth.
Inga oerstediana,Benth.
Inga ornata,Kunth
Inga pachyphylla,Harms
Inga pallida,Rusby
Inga panurensis,Spruce ex Benth.
Inga paraensis,Ducke
Inga paterno,Harms
Inga pauciflora,Duchass. ex Walp.
Inga peduncularis,Benth.
Inga pedunculata,(Vinha) T.D.Penn.
Inga pezizifera,Benth.
Inga pilosula,(Rich.) J.F.Macbr.
Inga pinetorum,Pittier
Inga platyptera,Benth.
Inga pleiogyna,T.D.Penn.
Inga plumifera,Spruce ex Benth.
Inga pluricarpellata,T.D.Penn.
Inga poeppigiana,Benth.
Inga polita,Killip
Inga porcata,T.D.Penn.
Inga portobellensis,Beurl.
Inga praegnans,T.D.Penn.
Inga pruriens,Poepp.
Inga pseudoinvolucrata,M.Sousa
Inga psittacorum,L.Uribe
Inga punctata,Willd.
Inga retinocarpa,Poncy
Inga rhynchocalyx,Sandwith
Inga rubiginosa,(Rich.) DC.
Inga ruiziana,G.Don
Inga rusbyi,Pittier
Inga saffordiana,Pittier
Inga salicifolia,T.D.Penn.
Inga saltensis,Burkart
Inga samanensis,L.Uribe
Inga santaremnensis,Ducke
Inga sapindoides,Willd.
Inga sarayacuensis,T.D.Penn.
Inga sastreana,"Acev.-Rodr., S.Carrington & T.D.Penn."
Inga schinifolia,Benth.
Inga sellowiana,Benth.
Inga sertulifera,DC.
Inga sessilis,Mart.
Inga setosa,G.Don
Inga sierrae,Britton & Killip
Inga silanchensis,T.D.Penn.
Inga sinacae,M.Sousa & Ibarra-Manr.
Inga skutchii,Standl.
Inga spectabilis,(Vahl) Willd.
Inga spiralis,Liesner & D'Arcy
Inga splendens,Willd.
Inga standleyana,Pittier
Inga steinbachii,Harms
Inga stenocalyx,Benth.
Inga stenophylla,Standl.
Inga stenopoda,Pittier
Inga stenoptera,Benth.
Inga stipulacea,G.Don
Inga stipularis,DC.
Inga striata,Benth.
Inga striolata,T.D.Penn.
Inga suaveolens,Ducke
Inga suberosa,T.D.Penn.
Inga subnuda,Salzm. ex Benth.
Inga suborbicularis,T.D.Penn.
Inga tarapotensis,Spruce ex Benth.
Inga tenuicalyx,T.D.Penn.
Inga tenuiloba,N.Zamora & T.D.Penn.
Inga tenuipedunculata,J.León
Inga tenuis,(Vell.) Mart.
Inga tenuistipula,Ducke
Inga tessmannii,Harms
Inga thibaudiana,DC.
Inga tocacheana,D.R.Simpson
Inga tomentosa,Benth.
Inga tonduzii,Donn.Sm.
Inga ulei,Harms
Inga umbellifera,(Vahl) Steud. ex DC.
Inga umbilicata,N.Zamora
Inga umbratica,Poepp.
Inga unica,Barneby & J.W.Grimes
Inga uraguensis,Hook. & Arn.
Inga urceolata,N.Zamora
Inga ursi,Pittier
Inga velutina,Willd.
Inga venusta,Standl.
Inga vera,Willd.
Inga villosissima,Benth.
Inga virescens,Benth.
Inga virgultosa,Desv.
Inga vismiifolia,Poepp.
Inga vulpina,Mart. ex Benth.
Inga xalapensis,Benth.
Inga xinguensis,Ducke
Inga yacoana,J.F.Macbr.
Inga yasuniana,T.D.Penn.
Inhambanella guereensis,(Aubrév. & Pellegr.) T.D.Penn.
Inhambanella henriquezii,(Engl. & Warb.) Dubard
Inocarpus fagifer,(Parkinson ex F.A.Zorn) Fosberg
Inocarpus papuanus,Kosterm.
Intsia bijuga,(Colebr.) Kuntze
Intsia palembanica,Miq.
Iochroma albianthum,S.Leiva
Iochroma amicorum,"M.A.Cueva, S.D.Sm. & S.Leiva"
Iochroma confertiflorum,(Miers) Hunz.
Iochroma gesnerioides,(Kunth) Miers
Iochroma lehmannii,Bitter
Iochroma longipes,Miers
Iochroma nitidum,S. Leiva & Quipuscoa
Iochroma squamosum,S.Leiva & Quip.
Iochroma umbellatum,(Ruiz & Pav.) Hunziker ex D'Arcy
Ipomoea arborescens,(Humb. & Bonpl. ex Willd.) G.Don
Ipomoea cicatricosa,Baker
Ipomoea eximia,House
Ipomoea intrapilosa,Rose
Ipomoea murucoides,Roem. & Schult.
Ipomoea pauciflora,M.Martens & Galeotti
Ipomoea pulcherrima,Ooststr.
Ipomoea teotitlanica,McPherson
Ipomoea wolcottiana,Rose
Iresine arbuscula,Uline & W.L.Bray
Iriartea deltoidea,Ruiz & Pav.
Iriartella setigera,(Mart.) H.Wendl.
Iriartella stenocarpa,Burret
Iridosma letestui,(Pellegr.) Aubrév. & Pellegr.
Irvingbaileya australis,(C.T.White) R.A.Howard
Irvingia excelsa,Mildbr.
Irvingia gabonensis,(Aubry-Lecomte ex O'Rorke) Baill.
Irvingia grandifolia,(Engl.) Engl.
Irvingia malayana,Oliv. ex A.W.Benn.
Irvingia robur,Mildbr.
Irvingia smithii,Hook.f.
Irvingia tenuinucleata,Tiegh.
Iryanthera campinae,W.A.Rodrigues
Iryanthera coriacea,Ducke
Iryanthera crassifolia,A.C. Sm.
Iryanthera dialyandra,Ducke
Iryanthera elliptica,Ducke
Iryanthera grandis,Ducke
Iryanthera hostmannii,(Benth.) Warb.
Iryanthera inpae,W.A. Rodrigues
Iryanthera juruensis,Warb.
Iryanthera laevis,Markgr.
Iryanthera lancifolia,Ducke
Iryanthera macrophylla,Warb.
Iryanthera megistocarpa,A.H.Gentry
Iryanthera megistophylla,A.C.Sm.
Iryanthera obovata,Ducke
Iryanthera olacoides,(A.C.Sm.) A.C. Sm.
Iryanthera paradoxa,(Schwacke) Warb.
Iryanthera paraensis,Huber
Iryanthera polyneura,Ducke
Iryanthera sagotiana,(Benth.) Warb.
Iryanthera tessmannii,Markgr.
Iryanthera tricornis,Ducke
Isertia coccinea,(Aubl.) J.F.Gmel.
Isertia haenkeana,DC.
Isertia hypoleuca,Benth.
Isertia krausei,Standl.
Isertia laevis,(Triana) B.M.Boom
Isertia longifolia,(Hoffmanns. ex Schult.) K.Schum.
Isertia parviflora,Vahl
Isertia pittieri,(Standl.) Standl.
Isertia psammophila,N.Dávila
Isertia reticulata,Britton ex Rusby
Isertia rosea,Spruce ex K.Schum.
Isertia scorpioides,B.M.Boom
Isertia spiciformis,DC.
Isertia verrucosa,(Humb. & Bonpl.) Standl.
Isertia wilhelminensis,Steyerm.
Isidodendron tripterocarpum,"Fern.Alonso, Pérez-Zab. & Idarraga"
Isidorea brachyantha,Urb.
Isoberlinia angolensis,(Welw. ex Benth.) Hoyle & Brenan
Isoberlinia doka,Craib & Stapf
Isoberlinia paradoxa,Hauman
Isoberlinia scheffleri,(Harms) Greenway
Isoberlinia tomentosa,(Harms) Craib & Stapf
Isodendrion laurifolium,A.Gray
Isolona campanulata,Engl. & Diels
Isolona capuronii,Cavaco & Keraudren
Isolona cauliflora,Verdc.
Isolona congolana,(De Wild. & T.Durand) Engl. & Diels
Isolona cooperi,Hutch. & Dalziel ex G.P.Cooper & Record
Isolona deightonii,Keay
Isolona dewevrei,(De Wild. & T.Durand) Engl. & Diels
Isolona ghesquierei,Cavaco & Keraudren
Isolona heinsenii,Engl.
Isolona hexaloba,(Pierre) Engl. & Diels
Isolona humbertiana,Ghesq. ex Cavaco & Keraudren
Isolona lebrunii,Boutique
Isolona letestui,Pellegr.
Isolona linearis,Couvreur
Isolona madagascariensis,(Baill.) Engl.
Isolona maitlandii,Keay
Isolona perrieri,Diels
Isolona pilosa,Diels
Isolona pleurocarpa,Diels
Isolona thonneri,(De Wild. & T.Durand) Engl. & Diels
Isolona zenkeri,(Engl.) Dyer
Isonandra alloneura,Jeuken
Isonandra borneensis,H.J.Lam
Isonandra compta,Dubard
Isonandra lanceolata,Wight
Isonandra montana,(Thwaites) Gamble
Isonandra perakensis,King & Gamble
Isonandra perrottetiana,A.DC.
Isonandra stocksii,C.B.Clarke
Isonandra villosa,Wight
Isonandra zeylanica,Jeuken
Itaya amicorum,H.E.Moore
Itea chinensis,Hook. & Arn.
Itea coriacea,Y.C.Wu
Itea glutinosa,Hand.-Mazz.
Itea indochinensis,Merr.
Itea kiukiangensis,C.C. Huang & S.C. Huang ex H. Chuang
Itea macrophylla,Wall.
Itea oldhamii,C.K.Schneid.
Itea omeiensis,C.K.Schneid.
Itea parviflora,Hemsl.
Itea rhamnoides,(Harv.) Kubitzki
Itea riparia,Collett & Hemsl.
Itea yangchunensis,S.Y. Jin
Itea yunnanensis,Franch.
Iteadaphne caudata,(Nees) H.W. Li
Itoa orientalis,Hemsl.
Itoa stapfii,(Koord.) Sleumer
Ivodea analalavensis,"Rabariman.,  Rakoton., Phillipson & Lowry"
Ivodea choungiensis,"Labat, M.Pignal & O.Pascal"
Ivodea delphinensis,"Rabariman.,  Rakoton., Phillipson & Lowry"
Ivodea macrocarpa,"Rabariman.,  Rakoton., Phillipson & Lowry"
Ivodea mahaboensis,"Rabariman.,  Rakoton., Phillipson & Lowry"
Ivodea mananarensis,"Rabariman.,  Rakoton., Phillipson & Lowry"
Ivodea razakamalalae,"Rabariman.,  Rakoton., Phillipson & Lowry"
Ixerba brexioides,A.Cunn.
Ixonanthes chinensis,(Hook. & Arn.) Champ.
Ixonanthes icosandra,Jack
Ixonanthes khasiana,Hook.f.
Ixonanthes petiolaris,Blume
Ixonanthes reticulata,Jack
Ixora accedens,Valeton
Ixora agostiniana,Steyerm.
Ixora albersii,K.Schum.
Ixora amplexicaulis,Gillespie
Ixora amplexifolia,K.Schum. & Lauterb.
Ixora aneityensis,Guillaumin
Ixora archboldii,Bremek.
Ixora arestantha,A.C.Sm.
Ixora asme,Guillaumin
Ixora athroantha,Bremek.
Ixora auricularis,Chun & How ex W.Ko
Ixora bahiensis,Benth.
Ixora balinensis,Bremek.
Ixora bauchiensis,Hutch. & Dalziel
Ixora beckleri,Benth.
Ixora blumei,Zoll. & Moritzi
Ixora borboniae,Mouly & B.Bremer
Ixora borneensis,(Miq.) Boerl.
Ixora brachiata,Roxb.
Ixora brachyantha,Merr.
Ixora brachyanthera,Bremek.
Ixora brachycotyla,Bremek.
Ixora brachypoda,DC.
Ixora brachypogon,Bremek.
Ixora brevicaudata,Bremek.
Ixora brevifolia,Benth.
Ixora brevipedunculata,Fosberg
Ixora brunnescens,Kurz
Ixora brunonis,Wall. ex G.Don
Ixora bullata,Turrill
Ixora burundiensis,Bridson
Ixora calcicola,A.C.Sm.
Ixora calycina,Thwaites
Ixora capillaris,Bremek.
Ixora carewii,Horne ex Baker
Ixora caudata,Bremek.
Ixora cauliflora,Montrouz.
Ixora celebica,Ridl. ex Bremek.
Ixora ceramensis,Bremek.
Ixora chinensis,Lam.
Ixora cibdela,Craib
Ixora clerodendron,Ridl.
Ixora collina,(Montrouz.) Beauvis.
Ixora comptonii,S.Moore
Ixora concinna,R.Br. ex Hook.f.
Ixora conferta,Valeton
Ixora cordifolia,Valeton
Ixora coriifolia,Bremek.
Ixora cowanii,Bremek.
Ixora cuneifolia,Roxb.
Ixora curtisii,Ridl.
Ixora deciduiflora,Bremek.
Ixora delpyana,Pierre ex Pit.
Ixora diversifolia,R.Br. ex Kurz
Ixora dolichothyrsa,Bremek.
Ixora elegans,Gillespie
Ixora elongata,B.Heyne ex G.Don
Ixora endertii,Bremek.
Ixora euosmia,K.Schum.
Ixora fallax,Bremek.
Ixora farinosa,Bremek.
Ixora filiflora,Bremek.
Ixora filipendula,Bremek.
Ixora finlaysoniana,Wall. ex G.Don
Ixora flavescens,Pierre ex Pit.
Ixora floribunda,(A.Rich.) Griseb.
Ixora foliicalyx,Guédès
Ixora foliosa,Hiern
Ixora francii,Schltr. & K.Krause
Ixora fucosa,Bremek.
Ixora fugiens,Bremek.
Ixora fulgida,Ridl.
Ixora fulviflora,Bremek.
Ixora funckii,Wernham
Ixora fuscescens,Valeton ex Merr.
Ixora gardneriana,Benth.
Ixora gibbsiae,Bremek.
Ixora glomeruliflora,Bremek.
Ixora grandifolia,Zoll. & Moritzi
Ixora greenwoodiana,A.C.Sm.
Ixora gyropogon,Bremek.
Ixora hallieri,Bremek.
Ixora hartiana,De Block
Ixora harveyi,(A.Gray) A.C.Sm.
Ixora havilandii,Ridl.
Ixora henryi,H.Lév.
Ixora hiernii,Scott Elliot
Ixora hippoperifera,Bremek.
Ixora homolleae,Govaerts ex De Block
Ixora hookeri,(Oudem.) Bremek.
Ixora insignis,Chun & How ex W.Ko
Ixora insularum,Bremek.
Ixora iteaphylla,Bremek.
Ixora javanica,(Blume) DC.
Ixora johnsonii,Hook.f.
Ixora jourdanii,Mouly & J.Florence
Ixora jucunda,Thwaites
Ixora kalehensis,De Block
Ixora kaniensis,Valeton
Ixora kerstingii,K.Schum. & Lauterb.
Ixora keyensis,Warb.
Ixora killipii,Standl.
Ixora kinabaluensis,Stapf
Ixora kingdon-wardii,Bremek.
Ixora kingstoni,Hook.f.
Ixora krewanhensis,Pierre ex Pit.
Ixora labuanensis,Bremek.
Ixora lagenifructa,De Block
Ixora laurentii,De Wild.
Ixora lawsonii,Gamble
Ixora laxiflora,Sm.
Ixora lebangharae,Bremek.
Ixora lobbii,Loudon
Ixora longhanensis,Tao Chen
Ixora lunutica,C.E.C.Fisch.
Ixora macrantha,(Steud.) Bremek.
Ixora macrocotyla,Bremek.
Ixora makassarica,Bremek.
Ixora malabarica,(Dennst.) Mabb.
Ixora margaretae,(N.Hallé) Mouly & B.Bremer
Ixora marquesensis,F.Br.
Ixora martinsii,Standl.
Ixora maxima,Seem.
Ixora membranifolia,Valeton ex Merr.
Ixora merguensis,Hook.f.
Ixora mildbraedii,K.Krause
Ixora moluccana,Bremek.
Ixora mooreensis,(Nadeaud) Fosberg
Ixora moszkowskii,Bremek.
Ixora myitkyinensis,Bremek.
Ixora myrsinoides,A.C.Sm.
Ixora namatanaica,Bremek.
Ixora nandarivatensis,Gillespie
Ixora narcissodora,K.Schum.
Ixora nicaraguensis,Wernham
Ixora nigerica,Keay
Ixora nigricans,R.Br. ex Wight & Arn.
Ixora nitens,(Poir.) Mouly & B.Bremer
Ixora nitidula,Bremek.
Ixora nonantha,Bremek.
Ixora notoniana,Wall. ex G.Don
Ixora novoguineensis,Mouly & B.Bremer
Ixora odoratiflora,Valeton
Ixora oligantha,Schltr. & K.Krause
Ixora ooumuensis,J.Florence
Ixora orohenensis,Nadeaud
Ixora otophora,Bremek.
Ixora panurensis,Müll.Arg.
Ixora parviflora,Lam.
Ixora patens,Ridl.
Ixora patula,Bremek.
Ixora pauciflora,DC.
Ixora pavetta,Andrews
Ixora pelagica,Seem.
Ixora pendula,Jack
Ixora peruviana,(Spruce ex K.Schum.) Standl.
Ixora philippinensis,Merr.
Ixora pilosostyla,Di Maio & Peixoto
Ixora polyantha,Wight
Ixora praetermissa,De Block
Ixora prolixa,A.C.Sm.
Ixora pubifolia,A.C.Sm.
Ixora pudica,Baker
Ixora pueuana,Govaerts
Ixora pyrantha,Bremek.
Ixora pyrrhostaura,Bremek.
Ixora raiateensis,J.W.Moore
Ixora raivavaensis,Fosberg
Ixora regalis,De Block
Ixora reticulata,(Blume) Boerl.
Ixora richard-longii,Govaerts
Ixora ripicola,De Block
Ixora robinsonii,Ridl.
Ixora roemeri,Bremek.
Ixora rubrinervis,Bremek.
Ixora rufa,Müll.Arg.
Ixora samoensis,A.Gray
Ixora saulierei,Gamble
Ixora scheffleri,K.Schum. & K.Krause
Ixora seretii,De Wild.
Ixora setchellii,Fosberg
Ixora simalurensis,Bremek.
Ixora siphonantha,Oliv.
Ixora sivarajiana,Pradeep
Ixora solomonensis,(Ridsdale) Mouly & B.Bremer
Ixora somosomaensis,Gillespie
Ixora sparsifolia,K.Krause
Ixora spathoidea,F.Br.
Ixora spectabilis,Wall. ex G.Don
Ixora stenophylla,(Korth.) Kuntze
Ixora stenura,Bremek.
Ixora st-johnii,Fosberg
Ixora stokesii,F.Br.
Ixora subauriculata,Bremek.
Ixora subsessilis,Wall. ex G.Don
Ixora temehaniensis,J.W.Moore
Ixora tenelliflora,Merr.
Ixora thwaitesii,Hook.f.
Ixora tibetana,Bremek.
Ixora timorensis,Decne.
Ixora triantha,Volkens
Ixora trichandra,Bremek.
Ixora trichocalyx,Hochr.
Ixora trilocularis,(Balf.f.) Mouly & B.Bremer
Ixora trimera,Guédès
Ixora tubiflora,A.C.Sm.
Ixora uahukaensis,Lorence & W.L.Wagner
Ixora uapouensis,Lorence & W.L.Wagner
Ixora umbellata,Valeton
Ixora undulata,Roxb.
Ixora venulosa,Benth.
Ixora vitiensis,A.Gray
Ixora whitei,S.Moore
Ixora woodii,Bremek.
Ixora yavitensis,Steyerm.
Izozogia nellii,G. Navarro
Jablonskia congesta,(Benth. ex Müll.Arg.) G.L.Webster
Jacaranda acutifolia,Bonpl.
Jacaranda arborea,Urb.
Jacaranda bracteata,Bureau & K.Schum.
Jacaranda brasiliana,(Lam.) Pers.
Jacaranda bullata,A.H.Gentry
Jacaranda caerulea,(L.) J.St.-Hil.
Jacaranda carajasensis,A.H.Gentry
Jacaranda caroba,(Vell.) DC.
Jacaranda caucana,Pittier
Jacaranda copaia,(Aubl.) D.Don
Jacaranda cowellii,Britton & P.Wilson
Jacaranda crassifolia,Morawetz
Jacaranda cuspidifolia,Mart.
Jacaranda decurrens,Cham.
Jacaranda duckei,Vattimo
Jacaranda ekmanii,Alain
Jacaranda glabra,(DC.) Bureau & K.Schum.
Jacaranda grandifoliolata,A.H.Gentry
Jacaranda hesperia,Dugand
Jacaranda intricata,A.H.Gentry & Morawetz
Jacaranda irwinii,A.H.Gentry
Jacaranda jasminoides,(Thunb.) Sandwith
Jacaranda macrantha,Cham.
Jacaranda macrocarpa,Bureau & K.Schum.
Jacaranda micrantha,Cham.
Jacaranda microcalyx,A.H.Gentry
Jacaranda mimosifolia,D.Don
Jacaranda montana,Morawetz
Jacaranda mutabilis,Hassl.
Jacaranda obovata,Cham.
Jacaranda obtusifolia,Bonpl.
Jacaranda orinocensis,Sandwith
Jacaranda poitaei,Urb.
Jacaranda praetermissa,Sandwith
Jacaranda puberula,Cham.
Jacaranda pulcherrima,Morawetz
Jacaranda rufa,Silva Manso
Jacaranda rugosa,A.H.Gentry
Jacaranda selleana,Urb.
Jacaranda simplicifolia,Vattimo
Jacaranda sparrei,A.H.Gentry
Jacaranda subalpina,Morawetz
Jacaratia chocoensis,A.H.Gentry & Forero
Jacaratia corumbensis,Kuntze
